name,chi2,chi2_reduced,n_points,max_radius_kpc,max_velocity,rms_residual,max_residual,ML_disk,ML_bulge,gas_factor,h_scale,has_bulge,v_model,v_newton,success
UGC11914,201.69895514029946,3.1030608483122992,65,9.83,305.0,11.721759460362662,54.895690254819215,0.46786479009579945,0.3,1.25,454.21448652836284,True,"[184.4983522171712, 132.10430974518079, 174.68139737709782, 197.95782368857573, 214.73905612376717, 229.21198743734226, 239.84378496013238, 248.62917251583985, 256.4680146685676, 262.1396755131778, 266.7772204404562, 270.5926581840277, 274.4286874937434, 277.05210674743324, 279.3046390263354, 281.25234911650654, 283.13957212578697, 284.6509240851802, 286.0322056629995, 287.3008962049703, 288.70186265259605, 289.7404976272084, 290.7011749087788, 291.5923902608839, 291.8730317896991, 292.4883820983703, 293.2050222751618, 293.8365159452562, 294.37561612926373, 295.24351698732346, 296.0279304264308, 296.2955105648174, 296.2436138688637, 296.0626322678615, 295.9719225302238, 295.92881131676415, 295.61748686525834, 295.43190390199544, 295.20790821008956, 294.99308001794225, 294.23750992583064, 294.126804884495, 293.9865333444779, 293.72976685718686, 293.4684655921461, 293.1740141361785, 292.90633557810617, 292.6371703264202, 292.36737404359434, 292.0682852092151, 291.77193545515394, 291.5066925967114, 291.2408957278556, 290.9745456515697, 290.6779897719911, 290.4700770667814, 290.4106682848731, 290.14309626907584, 289.874622569264, 288.71811408242786, 288.40757260952245, 288.12569248320744, 286.7039741121174, 282.8176689292132, 279.4681664225998]","[184.53364136704238, 132.24984025666336, 174.78914061981615, 198.06418800710142, 214.85155633929912, 229.33490655159304, 239.97788848132782, 248.7760339659313, 256.6310667667192, 262.3190092968058, 266.9743575243433, 270.80903678233835, 274.67031839478886, 277.31569520114937, 279.59129723607276, 281.56314552769277, 283.478339810205, 285.0157959561116, 286.4239611721207, 287.72028701371596, 289.1560817950266, 290.22405009298757, 291.21476053419184, 292.13668719020444, 292.4277235662159, 293.06767752900276, 293.8166548959838, 294.48131112365274, 295.0544711000736, 295.99719738093654, 296.902951604639, 297.379481648, 297.3706477247542, 297.2825938460172, 297.22679983932437, 297.1987659809474, 296.9793180925304, 296.8405338226779, 296.6691399424436, 296.5021547132036, 295.9035640674306, 295.8148159940959, 295.70208399266795, 295.4951283599167, 295.2839178183224, 295.0454114084276, 294.8283070806722, 294.60989191508753, 294.39098783500646, 294.1485655802897, 293.9089497425668, 293.69480872695544, 293.48015436237415, 293.2649641392382, 293.02524396783934, 292.85709350027474, 292.8090394636412, 292.59252465579596, 292.375034124978, 291.43262466781226, 291.17796593685983, 290.94616640705465, 289.77063041502583, 286.49929472662706, 283.6268741640654]",True
NGC0289,191.320884208665,6.832888721738036,28,71.12,194.0,13.81041895174709,34.54613241429209,0.7535289261764184,0.7,1.3014881332183648,210.95252048077162,False,"[198.5461324142921, 167.37402997866002, 186.214608665288, 190.3662293367094, 187.9539316650779, 180.89924625533823, 172.0893254422449, 161.97348211438452, 161.09837001462273, 162.5359936035355, 164.2414534325838, 165.5092491942452, 166.24316464898385, 166.60973014088339, 166.7505779141428, 166.68623973888006, 166.47264414989368, 166.16496757921527, 165.77186612052122, 165.34200201473726, 164.86539116060408, 164.36689627523432, 163.86886935198115, 163.34573008196128, 162.8342403340787, 162.30232717110428, 161.7888467503501, 161.9897315162793]","[199.14934502660847, 169.1712433958402, 188.46109158231633, 193.08385400559743, 191.034886397926, 183.6276285761747, 172.82078781379, 150.49886532545543, 133.88914150733243, 120.68720792406607, 110.65581888720492, 102.80449621375085, 95.83357488007171, 90.07720354722717, 84.95119373438492, 80.5764979793299, 76.57935279457004, 73.12354278876323, 69.90812074755681, 67.09300533451852, 64.44753005162806, 62.03377519071803, 59.888253184477726, 57.843452082986246, 56.011741923890554, 54.251823252786366, 52.661521949326456, 51.131733105756794]",True
UGC06923,54.2033472515012,9.033891208583533,6,5.16,81.1,6.407738855027803,10.442323807236683,0.7277014902094964,0.7,1.2949536122504561,216.78407228619068,False,"[50.94232380723668, 58.60486018194729, 67.23258684080666, 72.04396853221893, 74.79665897646684, 76.49189880362349]","[48.876962737616694, 46.58869508735036, 49.66487902860346, 49.157761101514346, 47.53752057201062, 45.6399087539741]",True
NGC7793,1193.8899577931336,25.954129517242034,46,7.87,116.0,14.706103374094818,29.94928847626626,0.4216757960398736,0.7,1.3629517080534352,310.46559117773734,False,"[35.15357816913377, 23.68239339195186, 30.983120630003793, 37.544251559187245, 41.14387388828729, 44.87321346387058, 47.90410435319239, 49.854415171874145, 52.0853644571399, 53.552420573865575, 55.34092107360436, 56.58534277305493, 58.12521008159803, 59.131479387223855, 60.24801444541158, 61.00896909970263, 61.752432838348376, 62.71172597501542, 65.96520474415617, 68.37459571319148, 70.20260646602046, 72.05524822951077, 73.77590338315443, 75.54437682605085, 77.17278262115128, 78.72024553558343, 79.8793717406776, 80.7184126541694, 81.35031130805797, 81.99227167912747, 82.64938136861002, 83.27732617067637, 83.77985848398353, 84.28529864014486, 84.74716988992022, 85.19669856131357, 85.6520359073069, 86.05071152373374, 86.44443149982065, 87.17228051908397, 88.12321111309025, 88.84623001088794, 89.43357024398928, 89.94725924296999, 90.32926601938631, 90.57359605981752]","[35.52637564280472, 23.820332063294444, 31.485389014034926, 38.15475444491293, 41.800478921035776, 45.58281767292085, 48.66268757245616, 50.647579995880605, 52.92154037766613, 54.418289475786096, 56.24296793854541, 57.51202285919013, 59.081333713976676, 60.106112811724806, 61.240858993168125, 62.01135965970512, 62.76170823492365, 63.72610577950079, 66.92880665798774, 69.13927405654567, 70.64787065521581, 72.06413482389043, 73.30428982375768, 74.50342217211713, 75.54994424145885, 76.40006430618432, 76.76442429236798, 76.55600328798795, 76.06032384788291, 75.51927530666545, 74.86106805393099, 74.01951090860584, 73.14415655187271, 72.16066760583628, 71.20786295107449, 70.24843458723616, 69.2239632503374, 68.2360709732158, 67.18452827341923, 65.22390401563996, 62.48374441213882, 59.775139702244985, 57.36896045459589, 55.23000438564481, 53.181310082640465, 51.27730191136765]",True
NGC4214,192.55067568643383,13.753619691888131,14,5.63,80.6,8.826846133325136,11.738998508846123,1.0,0.7,1.3682222222222196,100.0,False,"[51.36837250781435, 61.56167438482547, 66.67842796674107, 67.13833505822645, 67.11350095006598, 67.61367620822442, 68.36100149115387, 69.08681449620917, 69.64578672348557, 70.07380012506812, 70.40038566002274, 70.63853695882457, 70.80904118191954, 70.92602978177821]","[51.842518611161694, 62.575680424546206, 67.30606692830048, 65.67678790032916, 61.694867607765104, 57.35798676534639, 53.482445748928335, 49.86895207474638, 46.87217461390096, 44.26871571073905, 41.95009964649955, 39.92401902274214, 38.139072816490305, 36.58982440445461]",True
UGC05764,508.1533620118051,50.81533620118051,10,3.62,55.8,14.256975303503967,19.449949217045052,1.0,0.7,1.3682222222222196,100.0,False,"[19.72801749226007, 25.582180044276555, 30.074117890963983, 32.2246446732452, 33.91304190558112, 35.2802319101129, 36.350050782954945, 37.12232639405464, 37.70985545360911, 38.15539312741069]","[11.424047377009126, 13.2235634048345, 14.857441589712044, 14.638182249130315, 14.415787312435468, 14.183764918027823, 13.866899020171454, 13.49699189678663, 13.106560122897537, 12.710216281374757]",True
UGC04278,742.2090300719854,29.688361202879413,25,6.69,92.8,12.751232271049496,23.583357621022714,0.7155664479246653,0.7,1.2941419653954283,222.5586480924911,False,"[16.3076925671775, 27.16348176170752, 35.17436030286824, 41.25007504882275, 45.76975977805485, 48.91955659809489, 51.40043260354995, 53.443011298430555, 55.31750522611657, 57.034820877648855, 58.627946225205605, 60.09596639012244, 61.38049855104603, 62.56915382383372, 63.585098458045216, 64.54738593082439, 65.44363406012154, 66.26163246512996, 66.9731867566576, 67.55616778305426, 68.09164897588977, 68.40007769973244, 69.00582498353177, 69.11655530107033, 69.21664237897728]","[13.502852870807567, 21.493915496860076, 28.17604678545883, 32.61105725650766, 35.17807245821151, 36.12857771250718, 36.26071815961129, 36.19954349619297, 36.07419412728384, 35.972966964116964, 35.899973771928074, 35.82157171548427, 35.70365531465175, 35.514580844650744, 35.27009482542503, 34.998638165520376, 34.73231920007784, 34.4490043128804, 34.112172100161956, 33.73261530118956, 33.32163839172655, 33.04816875583947, 32.141529330543605, 31.829460734389578, 31.441413306103914]",True
UGC05829,136.3850869815957,12.398644271054154,11,6.91,68.6,7.089083660460184,11.434521317004624,0.839435562690358,0.7,1.2842238312736562,175.44645045456414,False,"[25.879981463605464, 33.333297459738304, 40.80012036014212, 45.6877300703253, 48.997004223995084, 51.48830206654638, 53.33910133967824, 54.706820355936074, 55.70668131916241, 56.506671133166165, 57.16547868299537]","[14.831271962233084, 17.063285956634818, 20.935984476201327, 22.54809806708243, 23.094674676855334, 23.150725557375246, 22.892184749412234, 22.43495725363326, 21.878380881355458, 21.276956554033635, 20.731714859703317]",True
UGC08837,163.22589098456706,20.403236373070882,8,4.2,48.0,9.033988349133706,14.321678079836449,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[21.631678079836448, 27.32339550709152, 33.24798008932357, 37.12670334008453, 39.98164387079149, 41.92878399622756, 43.09101277396589, 43.637015492184766]","[11.206294194552008, 12.361741557481338, 14.96000338846221, 16.108862811653243, 16.587440795955693, 16.60954773017789, 16.173378332739457, 15.477282560537997]",True
UGC04325,287.5168895768518,35.93961119710647,8,5.59,92.7,15.130848810572324,21.19871778316788,1.0,0.7,1.3682222222222196,100.0,False,"[42.02320559236883, 51.76254925866627, 62.60128221683212, 69.6614828911572, 74.43451897506564, 77.55802113787458, 79.54937652065708, 80.69415489067401]","[39.276046848385036, 43.036264225814094, 51.46013393834231, 54.787800169602505, 55.26772567678876, 53.92247400366635, 51.66722529327766, 48.975655316737154]",True
NGC3521,559.8405175364521,13.65464676918176,41,17.74,220.0,21.82263439756897,48.1030903777137,0.48229078730665775,0.7,1.3927378975911577,297.10105891537887,False,"[185.09379044309702, 135.93952975579217, 172.49521462499786, 192.45906053527406, 202.93727510003973, 210.31304768049526, 216.2294702959996, 220.5815849709232, 224.31361872403485, 227.0263781664717, 228.72916178532955, 228.9600311967322, 228.23938275792727, 227.3477397138049, 226.46571075600502, 225.60977084794436, 224.70852533615488, 223.67456061138353, 222.40682869857292, 221.09876130946773, 219.6554629136758, 217.97351597154162, 216.00647536063775, 213.78334919935565, 211.1985329351703, 208.62546287627617, 206.0372662729699, 203.49693615582243, 201.01738061952847, 198.60584450415067, 196.14529694895563, 193.909612751187, 191.75997580546618, 189.58063668287247, 187.71554255554906, 184.46558425218632, 168.00341245827005, 161.8969096222863, 160.88481207705166, 161.43929255987302, 162.21341835477358]","[185.20101672268567, 136.33973119574205, 172.8235544957156, 192.80159824792992, 203.32901497060772, 210.76982246950317, 216.75041648727736, 221.16825160669836, 224.98059812813958, 227.77457639559793, 229.56670055753224, 229.90710321119525, 229.30163231231663, 228.53034236517806, 227.7715756648275, 227.0409659073136, 226.2673634998301, 225.363981369858, 224.23759092891942, 223.06458037560628, 221.75750561139148, 220.21357639955218, 218.38585750327698, 216.30128570784083, 213.85918917460288, 211.4131105742204, 208.93989925485928, 206.49895011484878, 204.10019165263216, 201.74795410898034, 199.32365985984492, 197.09443682423907, 194.92176338571767, 192.6833930895942, 190.73361218817743, 187.24489353067716, 165.2518398319812, 148.21324928169963, 134.87061082146047, 124.3887814070995, 115.22596350192043]",True
UGC07866,10.54692169918814,1.5067030998840198,7,2.32,33.1,2.454956700134664,5.151031631538498,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[17.351031631538497, 21.10589390857377, 25.299357508761084, 27.633373453975096, 28.9939653726384, 29.851382120290992, 30.46797304723377]","[9.0621140652914, 9.275546311992409, 10.79740476866484, 11.115200083686144, 10.868649308807356, 10.491299372935087, 10.122620021285934]",True
UGC08286,301.01754308584975,17.706914299167632,17,8.04,84.3,9.650237892790068,12.663574582708847,1.0,0.7,1.3682222222222196,100.0,False,"[33.67730981281904, 41.64999470711397, 50.59760336015383, 56.93642541729115, 61.54236662178058, 64.94799277971379, 67.47756761520016, 69.47309575919813, 70.83783874047535, 71.73873597964563, 72.31366353910303, 72.73106663255948, 73.03867574538795, 73.24392121589607, 73.37547224270614, 73.45724441175734, 73.51052469294865]","[31.033942293445826, 33.72190411891448, 40.66163820583126, 44.25263191031877, 45.89085039504267, 46.17624514286735, 45.70537283272345, 44.73061242371391, 43.36538803833697, 41.70851892050085, 40.04816464103404, 38.49582352006022, 37.02841650478811, 35.69312963226055, 34.42442921233655, 33.280695047403334, 32.23113226221386]",True
NGC4010,260.3462654924134,21.695522124367784,12,10.47,129.0,14.572178281599129,23.610434025054914,0.45432135857399525,0.7,1.3805282015110603,307.70067975488087,False,"[51.738264103629646, 64.36701518908306, 78.99794086312741, 87.27770969672807, 92.69438007419606, 96.92408868792741, 100.40992163041922, 103.38956597494509, 105.79688264242515, 107.6069839631695, 109.00356616025111, 110.0779214670982]","[50.58372562938777, 59.043584135754216, 72.56962629814278, 77.29789534243773, 78.19129670422595, 77.63246121721517, 76.4223222698363, 74.99400271596242, 73.22618809756229, 71.07769753024695, 68.77987771647025, 66.53455511034879]",True
NGC2683,1045.6428788440423,95.05844353127658,11,34.62,212.0,47.127697921701326,82.18460844930581,0.4894493458666537,0.7,1.25,320.3674103133815,False,"[182.3355035902406, 159.60924982901733, 171.5303473747767, 178.3224706063726, 184.98432567451513, 192.17659861380528, 199.62047579952187, 206.9136354603007, 220.67640256196125, 227.09645725505385, 233.1846084493058]","[184.2149025285178, 161.34007894915058, 170.04425894418236, 170.6030699673261, 169.44223567866808, 168.7129807769392, 168.6788942122843, 169.05395504697398, 170.3738982185028, 171.1552481919725, 171.94473252647677]",True
UGC07261,10.069355480035174,1.4384793542907393,7,6.67,76.1,2.4251076512132377,5.095770865044017,0.9360642338443736,0.7,1.285856977931592,180.82769294744594,False,"[49.638030517363525, 57.90422913495598, 67.27371824055797, 71.77476652657673, 73.79665189054458, 74.47831610187231, 74.69066078470259]","[46.76446037003483, 45.94258888746903, 49.84702577617974, 47.97452800064672, 44.28147040955903, 40.34762618216202, 37.069569567388314]",True
UGC07608,334.4593580041799,41.807419750522484,8,4.78,69.3,13.082362811134642,20.505534793139077,1.0,0.7,1.3682222222222196,100.0,False,"[26.68718599056487, 31.856333511171822, 37.94577632731373, 41.98186314953838, 44.66951773399652, 46.37377978833377, 47.67061548939681, 48.79446520686092]","[16.392979763235783, 15.990383078114036, 18.41311464338396, 19.433266239010575, 19.508522684679196, 19.087643318050258, 18.61974521942921, 18.188697900530123]",True
IC2574,616.9794909743665,18.14645561689313,34,10.23,67.5,8.533076974981396,14.531923121780196,0.321067178216487,0.7,1.37590214051224,332.3770452180851,False,"[24.196866465807762, 22.700953620702, 27.241658659391444, 30.50027225510167, 33.02095944472265, 35.17501035352762, 36.860468279131865, 38.426372860772624, 39.81529128049091, 40.99606862063444, 42.093667614929274, 43.14658390297038, 44.22459174350341, 45.38389458550267, 46.490103157595996, 47.37705876330781, 48.16176736408601, 48.84476469383501, 49.49906206870408, 50.040249314413515, 50.45306921433455, 50.783857204383025, 51.27642733231451, 51.53908078897537, 51.79334348720224, 52.01573222434522, 52.222175268366435, 52.396231936949064, 52.56607693313945, 52.71933146826133, 52.85267172933665, 52.97604044821116, 53.010679882894635, 52.968076878219804]","[10.754898373560767, 8.039181817769027, 10.417823794197782, 11.917364812430577, 12.952060762364178, 13.725633926505017, 14.242859616798624, 14.65472996674279, 14.973765866288408, 15.196389884170527, 15.367197634115266, 15.556945542452306, 15.789780188919467, 16.083838341328313, 16.358309310805023, 16.509804284816965, 16.588823005842503, 16.64432133289298, 16.66436687239471, 16.62259401674621, 16.523254820604663, 16.371956750376054, 16.21503006451811, 16.056930736889427, 15.906649118443237, 15.758842501784388, 15.602505985811348, 15.455808586863824, 15.297997815394455, 15.140161529519865, 14.98800705788542, 14.830546983602455, 14.632161819226866, 14.414580560304405]",True
UGCA444,548.3367125392278,15.231575348311885,36,2.62,38.3,7.8055301801509644,14.067773069400587,1.0,0.7,1.3682222222222196,100.0,False,"[7.589551637999478, 8.744161339782515, 10.811553946477737, 12.217261443933248, 13.323174536316479, 14.352301008969615, 15.50781633892421, 16.34530053031634, 17.027126396783988, 17.65673187879443, 18.256282192573586, 18.800946861924, 19.296278438062714, 19.750416793140744, 20.257956970653115, 20.691438634816397, 21.038720783596315, 21.358631375796637, 21.653477984420164, 21.961960030019675, 22.21153120573113, 22.4425294752423, 22.65486586584298, 22.824579199451232, 23.034252494824784, 23.2031906175956, 23.35953535510984, 23.50554184063353, 23.64085922295015, 23.783223394487067, 23.89932188218854, 24.006557338251188, 24.10468053594286, 24.206224768801956, 24.242865983387464, 24.23222693059941]","[2.774170455482353, 2.913806393726407, 3.8177216147737894, 4.327861302720435, 4.67258301002504, 5.000712586707409, 5.396760613735833, 5.644830061249561, 5.803175207220987, 5.942802624744984, 6.076694106921618, 6.186209773405784, 6.274144809503752, 6.3451534863159065, 6.400902550064191, 6.449399953239359, 6.479847772464608, 6.500285569913041, 6.511825045009967, 6.515124992142871, 6.511822657131656, 6.502756881190624, 6.487704404385962, 6.471395621995305, 6.445166150115215, 6.418448062902738, 6.388614795994878, 6.356775385520368, 6.322614488153707, 6.281028862583483, 6.243503413546006, 6.2043062180848425, 6.163232558925552, 6.114200820443905, 6.047964694173661, 5.96138849822797]",True
UGC00891,129.96298539575486,25.992597079150972,5,7.39,63.75,10.196587091600987,13.841914480800817,1.0,0.7,1.3682222222222196,100.0,False,"[38.19191448080082, 42.82576133262839, 47.577162379097246, 49.73188919236351, 50.48389295041861]","[20.893287371736175, 17.921885073414963, 17.934164734237378, 16.869251389558805, 15.406176578234644]",True
UGC06983,401.58505543050086,23.622650319441227,17,15.68,113.0,14.336866954102566,22.283149715276423,1.0,0.7,1.3682222222222196,100.0,False,"[68.84810549457, 65.11685028472358, 74.35495945360715, 79.80225723920553, 83.80856084999937, 87.03500950449767, 89.78879729338541, 91.97379949833667, 93.6134570465324, 94.81907867781369, 95.70191083670991, 96.31066896018302, 96.65040241810665, 96.77188814994054, 96.74432097060502, 96.69097722016836, 96.62775366708746]","[65.69004707838702, 49.071585103601244, 55.03056520150791, 56.03241729575583, 55.69980629453983, 54.97818518787674, 54.20261179313571, 53.152707537661506, 51.82405231664307, 50.301813432511224, 48.758723676117356, 47.16321885770816, 45.61541583693351, 43.87715274223731, 42.39351216681122, 40.878748082818554, 39.64349366984417]",True
UGC05986,411.07394736678475,27.404929824452317,15,9.41,116.0,14.864353722502415,24.7791948642343,1.0,0.7,1.3682222222222196,100.0,False,"[54.2791948642343, 60.740404292653395, 74.29065835592594, 82.83274430533966, 87.69967181096989, 90.9353128247597, 93.50547101635053, 95.4867774559243, 96.8439568968008, 97.8090743422942, 98.39729207499043, 98.78080456193017, 99.09232774205803, 99.34859949920639, 99.54732929849763]","[54.979407640667525, 58.86327081147974, 72.03054903071504, 79.09823477094749, 81.30003565663827, 80.80697843090738, 79.40419471982646, 77.06991276278438, 73.98635825535895, 70.70128252715533, 67.39050433962643, 64.15888821739397, 61.40386572019443, 58.91332577873709, 56.71459088894175]",True
UGC06930,43.137735983483196,4.31377359834832,10,16.61,109.0,4.9270913938667995,10.581531604719103,0.8689777333136731,0.7,1.3038778725105593,174.80275865558818,False,"[63.64101549078571, 74.8184683952809, 87.75042755265837, 96.29341041159763, 102.27884230395534, 106.14034007646138, 108.31871287377396, 109.33055017287812, 109.58760767046714, 109.56480958951738]","[57.90359977140093, 55.81947549559215, 61.951442729798096, 63.62134708956957, 63.2536628864228, 61.283114694700295, 58.41506777517498, 55.05437373637332, 51.70593093318836, 50.0260835293378]",True
ESO116-G012,396.4431865783676,26.429545771891174,15,9.86,112.0,14.10763538124831,17.90948767637586,0.7962764381737819,0.7,1.298275912380268,195.78216224232273,False,"[35.78629198756813, 54.4768546920726, 67.54822880917425, 73.33250642202404, 78.52041594129786, 81.41238399546673, 84.00512901914864, 86.03540586752713, 89.64897089573837, 91.18119264161982, 92.133287478022, 92.89806376240067, 93.47596609846161, 93.87624386490438, 94.09051232362414]","[36.32523560939329, 54.301953668994116, 66.73889823213644, 70.96550860258894, 71.12789737946002, 70.59913682913947, 69.91895133326095, 68.8990120855076, 65.173022148415, 61.59754983295151, 58.40164057017651, 55.664103368632766, 53.16525259401978, 50.84798089752208, 48.67976228349101]",True
NGC5585,1010.0067629366396,42.08361512235998,24,10.96,92.3,15.205438220783753,38.325043626793274,0.34920662998981644,0.7,1.3765454943630435,317.1191676538103,False,"[49.52504362679327, 29.92722402292699, 36.68196666256355, 40.57583566433578, 43.44618348235276, 45.9998787846463, 48.21799024373375, 50.14699653516726, 52.05180201799884, 53.716732409810604, 57.330224779790555, 61.91514648611726, 65.17421863592837, 67.6041204840238, 69.24934592527539, 70.2130265746043, 70.67060489186375, 70.84061162509657, 70.85507304277199, 70.83775419003564, 70.79778966041549, 70.74392418589643, 70.67241503225634, 70.6022751993078]","[49.66666112405092, 29.714941639060118, 35.96030027650569, 38.78133796741294, 40.24475942604785, 41.31657745567967, 41.97332827949976, 42.2832553316483, 42.53755905119341, 42.700807211170954, 42.839558819608826, 42.32281721149364, 41.216912454414604, 39.84419626949667, 38.24671499871409, 36.36781226177203, 34.44878286150087, 32.593402072428525, 30.92859318365597, 29.478397659060608, 28.182911556377604, 27.063640366503805, 25.95845852554579, 25.082862895370216]",True
NGC6674,900.0983596236388,60.006557308242584,15,72.41,291.0,56.87721086118215,94.52984596451978,0.5453173782560774,0.9,1.25,254.40019315967697,True,"[189.1377333051768, 226.47645153399625, 248.90618441977466, 254.56049094267357, 259.88535635112197, 266.8376963541765, 274.75300927352947, 283.1000571721766, 291.3489176321909, 299.63967550117945, 307.66042469895496, 315.39329946554545, 322.79192386618155, 329.74912156080603, 336.5298459645198]","[190.6048861006266, 230.1344399630197, 252.4768251511204, 254.6209901586011, 253.0753792516918, 251.32167240781885, 249.7863019440408, 248.69747377445754, 248.00913473942006, 247.5959310359419, 247.38756314850258, 247.31351013772283, 247.3251452815008, 247.38586101943605, 247.47405373761785]",True
NGC3109,866.081708753917,34.64326835015668,25,6.45,67.3,11.784531754997019,20.079683728144857,1.0,0.7,1.3682222222222196,100.0,False,"[15.462013744066972, 20.08487395215481, 25.158978700383148, 29.22250095644701, 32.427163806443666, 34.87962870898306, 36.890036706008075, 38.53173311658106, 39.895908636862856, 41.0002794121975, 41.98520498592833, 42.978797634111466, 43.86933524623866, 44.54781606005009, 44.9809169999012, 45.306693661451185, 45.6374048668883, 46.00443832918741, 46.33715972317661, 46.615138779013854, 46.843960396321286, 47.02985090344982, 47.101167720499596, 47.27071988441993, 47.22031627185514]","[8.113430464424544, 9.545860527599228, 12.362071994925298, 14.429751697049662, 15.85581915970646, 16.68855490488418, 17.223596673501614, 17.565806133863838, 17.693433650658843, 17.670754613647343, 17.61931012151896, 17.6393036945775, 17.651662269475853, 17.50403875966833, 17.20524655967232, 16.86921974161139, 16.59888291512443, 16.36886057545547, 16.14345616743089, 15.905911951561945, 15.658986144069148, 15.419982316175426, 15.112006126367927, 14.75878220861831, 14.427442161396357]",True
F571-8,1542.5842745607947,118.66032881236882,13,15.55,144.0,32.80599946018089,53.26787955682481,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[53.2943303738635, 70.9869143538456, 79.32352019031029, 81.69497154765416, 83.18772203160772, 83.78940574524164, 85.44909848154346, 86.34033519068373, 87.13226657056984, 88.25915758012104, 89.71261971135137, 90.38508019186251, 90.73212044317519]","[53.76923895416651, 72.1521229264882, 80.37407685706043, 78.82412920898612, 71.0040186815877, 68.50709659559168, 61.96205882151822, 58.219192651889685, 55.11911517813345, 51.04427684398918, 45.33433322392973, 41.693663709372935, 34.93852411997969]",True
DDO154,391.7690046912182,32.647417057601515,12,5.92,48.2,11.427583656679397,16.303843720685983,1.0,0.7,1.3682222222222196,100.0,False,"[23.477971216434778, 27.57415973251817, 30.847964827328997, 31.773747657493512, 32.02966694764647, 32.201101838859444, 32.136486011413155, 32.05899785163861, 31.9757096170057, 31.89615627931402, 31.823064103776048, 31.75430738604619]","[13.938312056812874, 13.030467050167161, 13.198392397378043, 12.024673515672687, 10.850548246693492, 9.903917759083587, 9.123682008892011, 8.49792224641688, 7.973707743398362, 7.521849553473897, 7.1415994546413755, 6.810137047252204]",True
NGC4051,28.28749266095889,4.0410703801369845,7,12.19,161.0,8.25689256474622,14.027924478599687,0.6855729315418848,0.7,1.281882379604668,230.63601901629772,False,"[106.97207552140031, 114.37054612466864, 142.45324241706436, 158.52997962995647, 163.61948632148165, 164.40061312536156, 165.43311378754743]","[108.72132754058534, 114.45901256738709, 142.95642873063179, 158.1271887075896, 159.91059360835217, 154.68019584295595, 148.43284220221736]",True
UGC11455,3430.0437697301545,95.2789936036154,36,41.93,291.0,59.18034754653265,90.6237808239324,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[92.81147266349019, 102.60505681612854, 126.69027554073423, 140.61439887162985, 149.164778396264, 155.6348490057514, 161.409452658215, 166.39228659844605, 171.68276059929804, 177.2044767596334, 182.4326461505615, 186.76384484698707, 189.72713653788222, 191.5168272475448, 192.93255986703247, 194.29472386145665, 195.38232991436786, 196.33356912311027, 197.12397879652167, 197.7154378669715, 198.43336931235922, 199.51796018755667, 200.3762191760676, 200.94260447907766, 201.4013923957624, 202.69936574378187, 204.57860721867138, 206.1584632198451, 207.31597727615605, 208.1631987303078, 208.8553872009693, 209.3278032729101, 209.5992770486038, 209.75940132311524, 209.83120796918456, 209.82080572424124]","[93.56119157011568, 104.04559130529478, 128.43177221056143, 142.6955824038925, 151.51825016483886, 158.17932093137767, 164.06870502741717, 169.0880517035784, 174.37029439182498, 179.85265429832072, 185.02305335739905, 189.23208914551762, 191.92575174326606, 193.27632604848574, 194.13618727475688, 194.83149803940174, 195.18153196732413, 195.20959971357212, 194.93722366444453, 194.535815696263, 193.7226080785979, 190.53023173928736, 184.68046115398374, 181.1563644404672, 178.98065263072243, 173.79931098182044, 166.90114453084843, 160.31252893026416, 153.9814424435471, 148.14471704999642, 142.39930942708318, 137.01671193964907, 132.17080355306024, 127.4638770608192, 123.13269306093099, 119.31965892847587]",True
UGC06628,540.764552464519,77.25207892350272,7,7.69,42.3,17.5786323613076,24.943676820412037,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[36.596764093674295, 44.395191025026, 53.02432865220071, 58.71615926765393, 62.69848781600042, 65.38980314449131, 67.24367682041203]","[22.849467312733506, 22.93864526829271, 26.601130306946423, 28.10225178130692, 28.44954999395352, 28.117426183240863, 27.39967315086676]",True
F579-V1,161.49588367168232,11.535420262263022,14,15.16,114.0,9.554714151003518,18.563297793491117,1.0,0.7,1.3682222222222196,100.0,False,"[41.3381553149151, 65.69560687205265, 75.63670220650889, 82.91989209835324, 91.19867541554979, 96.9759734134301, 102.52207059678047, 105.62817225442838, 110.01677797985181, 112.93311383817041, 115.73390733116885, 119.51936765752588, 121.54440748982616, 124.1188718426758]","[41.618122918522296, 63.698233811225904, 72.08487531259105, 76.49549573700094, 80.0479224566615, 82.18919710320397, 83.56265222613372, 83.82830823264793, 83.48220222047104, 82.68211021659847, 81.44334282666665, 78.50546176365614, 75.5802331806359, 69.17887721902855]",True
